zipcode,province,area
// 905,Manila, Big Users Filipino Star
// 918,Manila, Big Users Fil-japan Shipping Co.
// 915,Manila, Big Users In-rl. Correspondence Inst.
// 960,Manila, Big Users Int’l. Rice Research Inst.
// 900,Manila, Big Users Manila Bulletin
// 903,Manila, Big Users Manila Hilton
// 913,Manila, Big Users Manila Hotel
// 906,Manila, Big Users Manila Medical Center
// 950,Manila, Big Users Manila Midtown Hotel
// 904,Manila, Big Users Midland Hotel
// 911,Manila, Big Users Nat’l. Census & Stat. Off.
// 908,Manila, Big Users Pan-fil. Shipping
// 928,Manila, Big Users Phil. Campus Crusade
// 940,Manila, Big Users Phil. National Bank
// 921,Manila, Big Users Phil. Plaza Hotel
// 914,Manila, Big Users Phil. Refining Co.
// 901,Manila, Big Users Phil. Union College
// 927,Manila, Big Users Phil. Veterans Affair Off.
// 990,Manila, Big Users Philamlife
// 916,Manila, Big Users Radio Veritas
// 907,Manila, Big Users San Miguel Corp.
// 909,Manila, Big Users Summer Inst. Of Linguistic
// 920,Manila, Big Users Sunbursts Publications
// 914,Manila, Big Users Unilever (Phil. Refining Go.)
// 930,Manila, Big Users Us Embassy
// 919,Manila, Big Users Western Police Force
// 924,Manila, Big Users World Map
// 182,Marikina,Bagong Nayon
// 180,Marikina,Barangka
// 182,Marikina,Cogeo
// 1807,Marikina,Concepcion 1
// 1811,Marikina,Concepcion 2
// 1820,Marikina,Cupang
// 1802,Marikina,Industrial Valley
// 1804,Marikina,J. De La Pena
// 1820,Marikina,Langhaya
// 1805,Marikina,Malanday
// 1820,Marikina,Mambagat
// 1800,Marikina,Marikina Cpo-sta.elena- Sto. N
// 1810,Marikina,Marikina Heights
// 1820,Marikina,Mayamot
// 1808,Marikina,Nangka
// 1806,Marikina,North/West Of,Marikina,River
// 1809,Marikina,Parang
// 1801,Marikina,San Roque-calumpang
// 1803,Marikina,Tanong
// 1799,Muntinlupa,Ayala Alabang P.o. Boxes
// 1780,Muntinlupa,Ayala Alabang Subdivision
// 1772,Muntinlupa,Bayanan/Putatan
// 1771,Muntinlupa,Bule/Cupang
// 1770,Muntinlupa,Muntinlupa,Cpo
// 1775,Muntinlupa,Pearl Heights
// 1777,Muntinlupa,Pleasant Village
// 1776,Muntinlupa,Poblacion
// 1774,Muntinlupa,Susana Heights
// 1773,Muntinlupa,Tunasan
// 1411,Navotas,Fish Market
// 1412,Navotas,Isla De Cocomo
// 1413,Navotas,Kapitbahayan East
// 1409,Navotas,Kaunlaran Village
// 1485,Navotas,Navotas
// 1489,Navotas,Tangos
// 1490,Navotas,Tanza
// 1714,Paranaque,Aeropark Subdivision
// 1702,Paranaque,Baclaran
// 1711,Paranaque,Better Living Subdivision
// 1720,Paranaque,Bf Homes 1
// 1718,Paranaque,Bf Homes 2
// 1710,Paranaque,Executive Heights Subd.
// 1714,Paranaque,Ireneville Ii
// 1719,Paranaque,Ireneville Subdivision I & Ii
// 1717,Paranaque,Manila Memorial Park
// 1703,Paranaque,Marina Subd. (Reclamation)
// 1719,Paranaque,Maywood I
// 1716,Paranaque,Maywood Village Ii
// 1709,Paranaque,Merville Park
// 1712,Paranaque,Miramar Subdivision
// 1709,Paranaque,Moonwalk
// 1708,Paranaque,Multinational Village
// 1705,Paranaque,Ninoy Aquino Int’l. Airport
// 1700,Paranaque,Paranaque,Cpo
// 1706,Paranaque,Pulo
// 1707,Paranaque,San Antonio Valley 11 & 12
// 1715,Paranaque,San Antonio Valley I
// 1709,Paranaque,South Admiral Village
// 1704,Paranaque,Sto. Nino
// 1701,Paranaque,Tambo
// 1713,Paranaque,United,Paranaque,Subd.
// 1301,Pasay,Domestic Airport Po
// 1308,Pasay,Manila Bay (Reclamation)
// 1300,Pasay,Pasay  Cpo Malibay
// 1307,Pasay,Picc (Reclamation Area)
// 1306,Pasay,San Isidro
// 1305,Pasay,San Jose
// 1302,Pasay,San Rafael
// 1303,Pasay,San Roque
// 1304,Pasay,Santa Clara
// 1309,Pasay,Villamor Airbase
// 1606,Pasig,Caniogan
// 1612,Pasig,Green Park
// 1603,Pasig,Kapitolyo
// 1611,Pasig,Manggahan
// 1607,Pasig,Maybunga
// 1605,Pasig,Ortigas Po
// 1600,Pasig,Pasig Cpo
// 1602,Pasig,Pinagbuhatan
// 1609,Pasig,Rosario
// 1601,Pasig,San Joaquin
// 1610,Pasig,Santolan
// 1608,Pasig,Sta. Lucia
// 1604,Pasig,Ugong
// 1620,Pateros,Aguho
// 1621,Pateros Sta. Ana
// 1135,Quezon, P.O. Boxes Araneta Center P.O. Boxes
// 1141,Quezon, P.O. Boxes Broadway Center P.O. Boxes
// 1138,Quezon, P.O. Boxes Murphy Dist. P.O. Boxes
// 1147,Quezon, P.O. Boxes Novaliches P.O. Boxes
// 1144,Quezon, P.O. Boxes UP P.O. Boxes
// 1105,Quezon ,Alicia
// 1102,Quezon ,Amihan
// 1106,Quezon ,Apolonio Samson
// 1106,Quezon ,Baesa
// 1116,Quezon ,Bagbag
// 1110,Quezon ,Bagong Bayan
// 1109,Quezon ,Bagong Buhay
// 1111,Quezon ,Bagong Lipunan
// 1105,Quezon ,Bagong Pag-asa
// 1119,Quezon ,Bagong Silangan
// 1106,Quezon ,Bahay Toro
// 1115,Quezon ,Balingasa
// 1106,Quezon ,Balintawak
// 1126,Quezon ,Batasan Hills
// 1109,Quezon ,Bayanihan
// 1120,Quezon ,Bf Homes
// 1109,Quezon ,Blue Ridge
// 1101,Quezon ,Botocan
// 1105,Quezon ,Bungad
// 1110,Quezon ,Camp Aguinaldo
// 1126,Quezon ,Capitol Hills/Park
// 1117,Quezon ,Capri
// 1100,Quezon ,Central
// 1102,Quezon ,Claro
// 1121,Quezon ,Commonwealth
// 1111,Quezon ,Crame
// 1109,Quezon ,Cubao
// 1128,Quezon ,Culiat
// 1115,Quezon ,Damar
// 1104,Quezon ,Damayan
// 1112,Quezon ,Damayan Lagi
// 1123,Quezon ,Damong Maliit
// 1105,Quezon ,Del Monte
// 1101,Quezon ,Diliman
// 1109,Quezon ,Dioquino Zobel
// 1113,Quezon ,Docqa Imelda
// 1113,Quezon ,Don Manuel
// 1113,Quezon ,Dona Aurora
// 1125,Quezon ,Dona Faustina Subd
// 1113,Quezon ,Dona Jc)Sefa
// 1102,Quezon ,Duyan-duyan
// 1102,Quezon ,E. Roe)Riguez.
// 1109,Quezon ,Escopa
// 1118,Quezon ,Fairview
// 1121,Quezon ,Fairview North
// 1122,Quezon ,Fairview South
// 1113,Quezon ,Gantol
// 1114,Quezon ,Gintong Silahis
// 1117,Quezon ,Gulod
// 1127,Quezon ,Holy Spirit
// 1112,Quezon ,Horseshoe
// 1111,Quezon ,Immaculate Concepcion
// 1124,Quezon ,Kaligayahan
// 1112,Quezon ,Kalusugan
// 1102,Quezon ,Kamias
// 1103,Quezon ,Kamuning
// 1105,Quezon ,Katipunan
// 1111,Quezon ,Kaunlaran
// 1112,Quezon ,Kristong Hari
// 1101,Quezon ,Krus Na Ligas
// 1114,Quezon ,La Loma
// 1103,Quezon ,Langing Handa
// 1110,Quezon ,Libis
// 1114,Quezon ,Lourdes
// 1108,Quezon ,Loyola Heights
// 1114,Quezon ,Maharlika
// 1101,Quezon ,Malaya
// 1109,Quezon ,Mangga
// 1115,Quezon ,Manresa
// 1112,Quezon ,Mariana
// 1104,Quezon ,Mariblo
// 1109,Quezon ,Marilag
// 1109,Quezon ,Masagana
// 1115,Quezon ,Masambong
// 1114,Quezon ,Matalahib
// 1119,Quezon ,Matandang Balara
// 1109,Quezon ,Milagrosa
// 1125,Quezon ,Nagkaisang Nayon
// 1104,Quezon ,Nayon Kaunlaran
// 1107,Quezon ,New Era
// 1121,Quezon ,Novaliches Proper
// 1103,Quezon ,Obrero
// 1101,Quezon ,Old Capitol Site
// 1114,Quezon ,Paang Bundok
// 1115,Quezon ,Pag-ibig Sa Nayon
// 1103,Quezon ,Paligsahan
// 1105,Quezon ,Paltok
// 1108,Quezon ,Pansol
// 1104,Quezon ,Paraiso
// 1118,Quezon ,Pasong Putik
// 1107,Quezon ,Pasong Tamo
// 1119,Quezon ,Payatas
// 1104,Quezon ,Phil-am
// 1111,Quezon ,Pinagkaisahan
// 1100,Quezon ,Pinahan
// 1109,Quezon ,Project 4
// 1100,Quezon ,Project 6
// 1105,Quezon ,Project 7
// 1106,Quezon ,Project 8
// 1100,Quezon ,Quezon,Cpo
// 1102,Quezon ,Quirino,Dist. (Proj. 2 & 3)
// 1105,Quezon ,R. Magsaysay
// 1103,Quezon ,Roxas District
// 1103,Quezon ,Sacred Heart
// 1106,Quezon ,Salumbato
// 1114,Quezon ,Salvacion
// 1117,Quezon ,San Agustin
// 1105,Quezon ,San Antonio
// 1116,Quezon ,San Bartolome
// 1113,Quezon ,San Isidro
// 1114,Quezon ,San Isidro Labrador
// 1115,Quezon ,San Jose
// 1109,Quezon ,San Roque
// 1101,Quezon ,San Vicente
// 1116,Quezon ,Sangandaan
// 1104,Quezon ,Santa Cruz
// 1117,Quezon ,Santa Lucia
// 1117,Quezon ,Santa Monica
// 1114,Quezon ,Santa Teresita
// 1116,Quezon ,Sauyo
// 1114,Quezon ,Sienna
// 1101,Quezon ,Sikatuna Village
// 1102,Quezon ,Silangan
// 1109,Quezon ,Socorro
// 1103,Quezon ,South Triangle
// 1110,Quezon ,St. Ignatius
// 1111,Quezon ,St. Martin De Porres
// 1114,Quezon ,St. Peter
// 1105,Quezon ,Sto. Cristo
// 1113,Quezon ,Sto. Nino
// 1109,Quezon ,Tagumpay
// 1110,Quezon ,Talampas
// 1104,Quezon ,Talayan
// 1116,Quezon ,Talipapa
// 1116,Quezon ,Tandang Sora
// 1113,Quezon ,Tatalon
// 1101,Quezon ,Teachers Village
// 1110,Quezon ,Ugong Norte
// 1106,Quezon ,Unang Sigaw
// 1101,Quezon ,Univ. Of The Phils. Po
// 1101,Quezon ,Up Village
// 1112,Quezon ,Valencia
// 1128,Quezon ,Vasra
// 1105,Quezon ,Veterans Village
// 1109,Quezon ,Villa Maria Clara
// 1120,Quezon ,Violago Homes
// 1104,Quezon ,West Triangle
// 1110,Quezon ,White Plains
// 1504,San Juan Eisenhower-crame
// 1503,San Juan Greenhills North
// 1502,San Juan Greenhills Po
// 1500,San Juan,San Juan,Cpo
// 1636,Taguig Bay Breeze Exec. Village
// 1631,Taguig Bicutan
// 1632,Taguig Bicutan Lower
// 1633,Taguig Bicutan Upper
// 1630,Taguig Bicutan Western
// 1638,Taguig Ligid
// 1634,Taguig Nichols ? Mckinley
// 1637,Taguig Tuktukan
// 1444,Valenzuela Arkong Bato-rincon-pasolo-mala
// 1445,Valenzuela Balangkas-caloong
// 1443 Valenzuela Dalandan-west Canumay
// 1447,Valenzuela East Canumay ? Lawang Bato Pun
// 1442,Valenzuela Fortune Vil. - Paso de Blas-GE
// 1441,Valenzuela Karuhatan
// 1446,Valenzuela Lingunan
// 1448,Valenzuela Mapulang Lupa
// 1440,Valenzuela Valenzuela CPO-Malinta
// 1469,Valenzuela Valenzuela P.O. Boxes
// 560 Valenzuela - Big Users Far East Broadcasting Corp.
// 550 Valenzuela - Big Users Febias Col. of the BibleZIP Code of Provinces in the Philippines


2800,Abra,Bangued
2815,Abra,Boliney
2817,Abra,Bucloc
2805,Abra,Bukay
2816,Abra,Daguioman
2825,Abra,Danglas
2801,Abra,Dolores
2826,Abra,La Paz
2821,Abra,Lacub
2824,Abra,Lagayan
2807,Abra,Lagiden
2802,Abra,Langagilang
2819,Abra,Licuan
2813,Abra,Luba
2820,Abra,Malibcong
2810,Abra,Manabo
2804,Abra,Peñarubia
2806,Abra,Pidigan
2812,Abra,Pilar
2818,Abra,Sal-Lapadan
2809,Abra,San Isidro
2823,Abra,San Juan
2808,Abra,San Quintin
2803,Abra,Tayum
2822,Abra,Tineg
2814,Abra,Tubo
2811,Abra,Villaviciosa
8601,Agusan Del Norte,Buenavista
8600,Agusan Del Norte,Butuan
8605,Agusan Del Norte,Cabadbaran
8603,Agusan Del Norte,Carmen
8607,Agusan Del Norte,Jabonga
8609,Agusan Del Norte,Kitcharao
8610,Agusan Del Norte,La Nieves
8604,Agusan Del Norte,Magallanes
8602,Agusan Del Norte,Nasipit
8611,Agusan Del Norte,Remedios T. Romualdez
8608,Agusan Del Norte,Santiago
8606,Agusan Del Norte,Tubay
8502,Agusan Del Sur,Bayugan
8506,Agusan Del Sur,Bunawan
8513,Agusan Del Sur,Esperanza
8508,Agusan Del Sur,La Paz
8507,Agusan Del Sur,Loreto
8500,Agusan Del Sur,Prosperidad
8504,Agusan Del Sur,Rosario
8501,Agusan Del Sur,San Francisco
8511,Agusan Del Sur,San Luis
8503,Agusan Del Sur,Sibagat
8512,Agusan Del Sur,Sta. Josefa
8510,Agusan Del Sur,Talacogon
8505,Agusan Del Sur,Trento
8509,Agusan Del Sur,Veruela
5616,Aklan,Altavas
5614,Aklan,Balite
5601,Aklan,Banga
5615,Aklan,Batan
5609,Aklan,Buruanga
5613,Aklan,Ibajay
5600,Aklan,Kalibo
5605,Aklan,Lezo
5602,Aklan,Libacao
5603,Aklan,Madalag
5611,Aklan,Makato
5608,Aklan,Malay
5606,Aklan,Malinao
5607,Aklan,Nabas
5610,Aklan,New Washington
5604,Aklan,Numancia
5612,Aklan,Tangalan
4509,Albay,Bacacay
4502,Albay,Camalig
4501,Albay,Daraga (Locsin)
4503,Albay,Guinobatan
4515,Albay,Jovellar
4500,Albay,Legazpi
4507,Albay,Libon
4504,Albay,Ligao
4510,Albay,Malilipot
4512,Albay,Malinao
4514,Albay,Manito
4504,Albay,Oas
4516,Albay,Pio Duran (Malacbalac)
4506,Albay,Polangui
4517,Albay,Rapu-Rapu
4508,Albay,Sto. Domingo
4511,Albay,Tabaco
4513,Albay,Tiwi

5717,Antique,Anini-y
5706,Antique,Barbasa
5701,Antique,Belison
5704,Antique,Bugasong
5711,Antique,Caluya
5708,Antique,Culasi
5715,Antique,Hamtic
5705,Antique,Lawa-an
5710,Antique,Libertad
5712,Antique,Pandan
5702,Antique,Patnongan
5700,Antique,San Jose
5714,Antique,San Remegio
5709,Antique,Sebaste
5713,Antique,Sibalom
5707,Antique,Tibiao
5716,Antique,Tobias Fornier (Dao)
5703,Antique,Valderama
3200,Aurora,Baler
3204,Aurora,Casiguran
3205,Aurora,Dilasag
3206,Aurora,Dinalungan
3207,Aurora,Dingalan
3203,Aurora,Dipaculao
3202,Aurora,Maria Aurora
3201,Aurora,San Luis B
7300,Basilan,Isabela,de Basilan
7302,Basilan,Lamitan
7301,Basilan,Lantawan
7303,Basilan,Maluso
7305,Basilan,Sumisip
7304,Basilan,Tipo-Tipo
7306,Basilan,Tuburan
2114,Bataan,Abucay
2107,Bataan,Bagac
2100,Bataan,Balanga
2106,Bataan,Batann Export Processing Zone
2110,Bataan,Dinalupihan
2111,Bataan,Hermosa
2104,Bataan,Lamao
2103,Bataan,Limay
2105,Bataan,Mariveles
2108,Bataan,Morong
2112,Bataan,Orani
2102,Bataan,Orion
2101,Bataan,Pilar
2109,Bataan,Refugee Processing Center
2113,Bataan,Samal
3900,Batanes,Basco
3905,Batanes,Itbayat
3902,Batanes,Ivana
3901,Batanes,Mahatao
3904,Batanes,Sabtang
3903,Batanes,Uyugan
4211,Batangas,Agoncillo
4205,Batangas,Alitagtag
4213,Batangas,Balayan
4219,Batangas,Balite
4200,Batangas,Batangas
4201,Batangas,Bauan
4212,Batangas,Calaca
4215,Batangas,Calatagan
4222,Batangas,Cuenca
4218,Batangas,Fernando Airbase
4230,Batangas,Ibaan
4221,Batangas,Laurel
4209,Batangas,Lemery
4216,Batangas,Lian
4217,Batangas,Lipa
4229,Batangas,Lobo
4202,Batangas,Mabini
4233,Batangas,Malvar
4223,Batangas,Mataas na Kahoy
4231,Batangas,Nasugbu
4224,Batangas,Padre Garcia
4225,Batangas Rosario
4227,Batangas,San Jose
4226,Batangas,San Juan
4210,Batangas,San Luis
4207,Batangas,San Nicolas
4204,Batangas,San Pascual
4206,Batangas,Sta. Teresita
4234,Batangas,Sto. Tomas
4208,Batangas,Taal
4220,Batangas,Talisay
4232,Batangas,Tanauan
4228,Batangas,Taysan
4203,Batangas,Tingloy
4214,Batangas,Uy
2612,Benguet,Atok
2600,Benguet,Baguio
2610,Benguet,Bakun
2605,Benguet,Bokod
2607,Benguet,Bugias
2604,Benguet,Itogon
2606,Benguet,Kabayan
2613,Benguet,Kapangan
2611,Benguet,Kibungan
2601,Benguet,La Trinidad
2609,Benguet,Lepanto
2608,Benguet,Manyakan
2602,Benguet,Phil. Military Academy (PMA)
2614,Benguet,Sablan
2603,Benguet,Tuba
2615,Benguet,Tublay
6544,Biliran,Almeria
6549,Biliran,Biliran
6550,Biliran,Cabuccayan
6548,Biliran,Caibiran
6547,Biliran,Culaba
6545,Biliran,Kawayan
6546,Biliran,Maripipi
6543,Biliran,Naval
6302,Bohol,Albuquerque
6314,Bohol,Alicia
6311,Bohol,Anda
6335,Bohol,Antiquera
6301,Bohol,Baclayon
6342,Bohol,Balilihan
6343,Bohol,Batigbi-an
6318,Bohol,Batuan
6326,Bohol,Bien Unido
6317,Bohol,Bilar
6333,Bohol,Buenavista
6328,Bohol,Calape
6312,Bohol,Candijay
6346,Bohol,Carlos P. Garcia (Dao)
6319,Bohol,Carmen
6330,Bohol,Clarin
6337,Bohol,Corella
6341,Bohol,Cortez
6322,Bohol,Daguhoy
6344,Bohol,Danao
6339,Bohol,Dauis
6305,Bohol,Dimiao
6307,Bohol,Garcia Hernandez
6310,Bohol,Guindulman
6332,Bohol,Inabanga
6308,Bohol,Jagna
6334,Bohol,Jetafe
6304,Bohol,Lila
6303,Bohol,Loay
6316,Bohol,Loboc
6327,Bohol,Loon
6313,Bohol,Mabini
6336,Bohol,Maribujoc
6340,Bohol,Panglao
6321,Bohol,Pilar
6331,Bohol,Sagbayan
6345,Bohol,San Isidro
6323,Bohol,San Miguel
6347,Bohol,Sevilla
6320,Bohol,Sierra Bullones
6338,Bohol,Sikatuna
6300,Bohol,Tagbilaran
6325,Bohol,Talibon
6324,Bohol,Trinidad
6329,Bohol,Tubigon
6315,Bohol,Ubay
6306,Bohol,Valencia
8707,Bukidnon,Baungon
8721,Bukidnon,Damulog
8719,Bukidnon,Dangcagan
8712,Bukidnon,Don Carlos
8702,Bukidnon,Impasugong
8723,Bukidnon,Kabanglasan
8713,Bukidnon,Kadingilan
8718,Bukidnon,Kalilangan
8720,Bukidnon,Kibawe
8716,Bukidnon,Kitaotao
8722,Bukidnon,Lantapan
8706,Bukidnon,Libuna
8700,Bukidnon,Malaybalay
8704,Bukidnon,Malitbog
8703,Bukidnon,Manolo Fortich
8714,Bukidnon,Maramag
8710,Bukidnon,Masuan
8717,Bukidnon,Pangantucan
8705,Bukidnon,Phillips
8715,Bukidnon,Quezon
8711,Bukidnon,San Fernando
8701,Bukidnon,Sumilao
8708,Bukidnon,Talakag
8709,Bukidnon,Valencia
3012,Bulacan,Angat
3016,Bulacan,Balagtas
3006,Bulacan,Baliuag
3018,Bulacan,Bocaue
3017,Bulacan,Bulacan
3007,Bulacan,Bustos
3003,Bulacan,Calumpit
3009,Bulacan,Doña Remedios Trinidad
3015,Bulacan,Guiguinto
3002,Bulacan,Hagonoy
3000,Bulacan,Malolos
3019,Bulacan,Marilao
3020,Bulacan,Meycauayan
3013,Bulacan,Norzagaray
3021,Bulacan,Obando
3014,Bulacan,Pandi
3001,Bulacan,Paombong
3004,Bulacan,Plaridel
3005,Bulacan,Pulilan
3010,Bulacan,San Ildefonso
3023,Bulacan,San Jose Del Monte
3011,Bulacan,San Miguel
3008,Bulacan,San Rafael
3024,Bulacan,Sapang Palay
3022,Bulacan,Sta. Maria C
3515,Cagayan,Abulog
3507,Cagayan,Alcala
3523,Cagayan,Allacapan
3505,Cagayan,Amulung
3515,Cagayan,Aparri
3506,Cagayan,Baggao
3516,Cagayan,Ballesteros
3511,Cagayan,Buguey
3520,Cagayan,Calayan
3510,Cagayan,Camalaniugan
3519,Cagayan,Claveria
3501,Cagayan,Enrile
3508,Cagayan,Gattaran
3513,Cagayan,Gonzaga
3504,Cagayan,Iguig
3509,Cagayan,Lal-lo
3524,Cagayan,Lasam
3522,Cagayan,Pamplona
3502,Cagayan,Peñablanca
3527,Cagayan,Piat
3526,Cagayan,Rizal
3518,Cagayan,Sanchez Mira
3503,Cagayan,Solana
3514,Cagayan,Sta. Ana
3521,Cagayan,Sta. Praxedes
3512,Cagayan,Sta. Teresita
3525,Cagayan,Sto. Niño
3528,Cagayan,Tuao
3500,Cagayan,Tuguegarao
4608,Camarines Norte,Basud
4607,Camarines Norte,Capalonga
4600,Camarines Norte,Daet
4610,Camarines Norte,Imelda
4606,Camarines Norte,Jose Panganiban
4604,Camarines Norte,Labo
4601,Camarines Norte,Mercedez
4605,Camarines Norte,Paracale
4609,Camarines Norte,San Vicente
4611,Camarines Norte,Sta. Elena
4602,Camarines Norte,Talisay
4612,Camarines Norte,Tulay na Lupa
4603,Camarines Norte,Vinzons
4432,Camarines Sur,Baao
4436,Camarines Sur,Balatan
4435,Camarines Sur,Bato
4404,Camarines Sur,Bombon
4433,Camarines Sur,Buhi
4430,Camarines Sur,Bula
4406,Camarines Sur,Cabusao
4405,Camarines Sur,Calabanga
4401,Camarines Sur,Camaligan
4402,Camarines Sur,Canaman
4429,Camarines Sur,Caramoan
4411,Camarines Sur,Del Gallego
4412,Camarines Sur,Gainza
4428,Camarines Sur,Garchitorena
4422,Camarines Sur,Goa
4431,Camarines Sur,Iriga
4425,Camarines Sur,Lagunoy
4407,Camarines Sur,Libmanan
4409,Camarines Sur,Lupi
4403,Camarines Sur,Magarao
4413,Camarines Sur,Milaor
4414,Camarines Sur,Minalabac
4434,Camarines Sur,Nabua
4400,Camarines Sur,Naga
4419,Camarines Sur,Ocampo
4416,Camarines Sur,Pamplona
4417,Camarines Sur,Pasacao
4418,Camarines Sur,Pili
4424,Camarines Sur,Presentacion
4410,Camarines Sur,Ragay
4421,Camarines Sur,Sagnay
4415,Camarines Sur,San Fernando
4423,Camarines Sur,San Jose
4408,Camarines Sur,Sipocot
4427,Camarines Sur,Siruma
4420,Camarines Sur,Tigaon
4426,Camarines Sur,Tinambac
9104,Camiguin,Catarman
9102,Camiguin,Guinsiliban
9101,Camiguin,Mahinog
9100,Camiguin,Mambajao
9103,Camiguin,Saglay
5811,Capiz,Cuartero
5810,Capiz,Dao
5813,Capiz,Dumalag
5812,Capiz,Dumarao
5805,Capiz,Ivisan
5808,Capiz,Jamindan
5809,Capiz,Ma-ayon
5807,Capiz,Mambusao
5801,Capiz,Panay
5815,Capiz,Panitan
5804,Capiz,Pilar
5803,Capiz,Pres. Roxas
5802,Capiz,Puntevendra
5800,Capiz,Roxas
5806,Capiz,Sapian
5816,Capiz,Sigma
5814,Capiz,Tapaz
4807,Catanduanes,Bagamanoc
4803,Catanduanes,Baras
4801,Catanduanes,Bato
4808,Catanduanes,Caramoran
4804,Catanduanes,Gigmoto
4809,Catanduanes,Pandan
4806,Catanduanes,Panganiban
4810,Catanduanes,San Andres
4802,Catanduanes,San Miguel
4805,Catanduanes,Viga
4800,Catanduanes,Virac
4123,Cavite Province,Alfonso
4119,Cavite Province,Amadeo
4102,Cavite Province,Bacoor
4116,Cavite Province,Carmona
4100,Cavite Province,Cavite
4101,Cavite Province,Cavite Naval Base
4125,Cavite Province,Corregidor
4114,Cavite Province,Dasmarinas
4115,Cavite Province,Dasmarinas
4124,Cavite Province,Gen. Aguinaldo (Bailen)
4117,Cavite Province,Gen. Mariano Alvarez
4107,Cavite Province,Gen. Trias
4103,Cavite Province,Imus
4122,Cavite Province,Indang
4104,Cavite Province,Kawit
4113,Cavite Province,Magallanes
4112,Cavite Province,Maragondon
4121,Cavite Province,Mendez
4110,Cavite Province,Naic
4105,Cavite Province,Noveleta
4115,Cavite Province,Resettlement Area
4106,Cavite Province,Rosario
4118,Cavite Province,Silang
4120,Cavite Province,Tagaytay
4108,Cavite Province,Tanza
4111,Cavite Province,Ternate
4109,Cavite Province,Trece Martirez
6033,Cebu Province,Alcantara
6023,Cebu Province,Alcoy
6030,Cebu Province,Alegria
6040,Cebu Province,Aloguinsan
6021,Cebu Province,Argao
6042,Cebu Province,Asturias
6031,Cebu Province,Badian
6041,Cebu Province,Balamban
6052,Cebu Province,Bantayan
6036,Cebu Province,Barile
6010,Cebu Province,Bogo
6024,Cebu Province,Boljoon
6008,Cebu Province,Borbon
6019,Cebu Province,Carcar
6005,Cebu Province,Carmen
6006,Cebu Province,Catmon
6000,Cebu Province,Cebu
6003,Cebu Province,Compostela
6001,Cebu Province,Consolacion
6017,Cebu Province,Cordova
6013,Cebu Province,Daang-Bantayan
6022,Cebu Province,Dalaguete
6004,Cebu Province,Danao
6035,Cebu Province,Dumanjug
6028,Cebu Province,Ginatilan
6015,Cebu Province,Lapu-Lapu
6002,Cebu Province,Liloan
6016,Cebu Province,Mactan Airport
6053,Cebu Province,Madridejos
6029,Cebu Province,Malabuyoc
6014,Cebu Province,Mandaue
6012,Cebu Province,Medellin
6046,Cebu Province,Minglanilla
6032,Cebu Province,Moalboal
6037,Cebu Province,Naga
6025,Cebu Province,Oslob
6048,Cebu Province,Pilar
6039,Cebu Province,Pinamungahan
6049,Cebu Province,Poro
6034,Cebu Province,Ronda
6027,Cebu Province,Sambaon
6018,Cebu Province,San Fernando
6050,Cebu Province,San Francisco
6011,Cebu Province,San Remegio
6047,Cebu Province,Santa Fe
6026,Cebu Province,Santander
6020,Cebu Province,Sibonga
6007,Cebu Province,Sogod
6009,Cebu Province,Tabogon
6044,Cebu Province,Tabuelan
6045,Cebu Province,Talisay
6038,Cebu Province,Toledo
6043,Cebu Province,Tuburan
6051,Cebu Province,Tudela
8803,Compostela Valley,Compostela
8810,Compostela Valley,Laak
8807,Compostela Valley,Mabini
8806,Compostela Valley,Maco
8808,Compostela Valley,Maragusan
8802,Compostela Valley,Mawab
8805,Compostela Valley,Monkayo
8801,Compostela Valley,Montevista
8800,Compostela Valley,Nabunturan
8804,Compostela Valley,New Bataan
8809,Compostela Valley,Pantukan D
8005,Davao del Sur,Bansalan
8000,Davao del Sur,Davao
8002,Davao del Sur,Digos
8013,Davao del Sur,Don Marcelino
8006,Davao del Sur,Hagunoy
8014,Davao del Sur,Jose Abad Santos
8008,Davao del Sur,Kiblawan
8004,Davao del Sur,Magsaysay
8012,Davao del Sur,Malita
8003,Davao del Sur,Matanao
8007,Davao del Sur,Padada
8001,Davao del Sur,Santa Cruz
8011,Davao del Sur,Santa Maria
8015,Davao del Sur,Sarangani
8009,Davao del Sur,Sulop
8102,Davao del Norte,Asuncion
8118,Davao del Norte,Babak
8101,Davao del Norte,Carmen
8113,Davao del Norte,Kapalong
8120,Davao del Norte,Kaputian
8104,Davao del Norte,New Corella
8105,Davao del Norte,Panabo
8119,Davao del Norte,Samal
8116,Davao del Norte,San Mariano
8103,Davao del Norte,San Vicente
8112,Davao del Norte,Santo Tomas
8100,Davao del Norte,Tagum
8208,Davao Oriental,Banaybanay
8204,Davao Oriental,Banganga
8206,Davao Oriental,Boston
8203,Davao Oriental,Caraga
8205,Davao Oriental,Cateel
8210,Davao Oriental,Gov. Generoso
8207,Davao Oriental,Lopon
8202,Davao Oriental,Manay
8200,Davao Oriental,Mati
8209,Davao Oriental,San Isidro
8201,Davao Oriental,Tarragona
6822,Eastern Samar,Arteche
6812,Eastern Samar,Balangiga
6801,Eastern Samar,Balangkayan
6800,Eastern Samar,Bongonan
6806,Eastern Samar,Can-Avid
6817,Eastern Samar,Dolores
6805,Eastern Samar,Gen. MacArthur
6811,Eastern Samar,Giporlos
6809,Eastern Samar,Guiuan
6804,Eastern Samar,Hernani
6819,Eastern Samar,Jipapad
